"","p.val","corr.coef","Symbol","p.adjust"
"1","1.18692457991218e-08",0.996126091136199,"Slc1a2",3.2450518014799e-05
"2","1.3659231933978e-07",0.992205880262416,"Cyp1a2",0.000186721700537479
"3","2.76579339088682e-07",0.990460639577186,"Gstm1",0.000209186095558582
"4","3.06051346830405e-07",0.990179866140145,"Gulo",0.000209186095558582
"5","6.47983630232093e-07",0.987824698575834,"Hsd17b13",0.000354317449010908
"6","1.27838057211854e-06",0.985205153936077,"Hsd11b1",0.000472471931889607
"7","1.28581410845486e-06",0.985180523114203,"Aldob",0.000472471931889607
"8","1.38250748175452e-06",0.984869001034838,"Acaa1a",0.000472471931889607
"9","1.57246203228521e-06",0.984299563402307,"Cyp2a5",0.000477679021807529
"10","2.66057586958084e-06",0.981740951817963,"Atp5a1",0.000684553498644274
"11","2.75423865584748e-06",0.981558620864405,"Por",0.000684553498644274
"12","3.69261255812948e-06",0.979938155306861,"Cyp2e1",0.000782410479118976
"13","3.72031317796148e-06",0.979895028400107,"Cyp2f2",0.000782410479118976
"14","5.38404013720596e-06",0.977641494210963,"Hpd",0.00105142612393722
"15","6.17207102166951e-06",0.976745819446512,"Gstt1",0.00111864441100361
"16","6.54656568253758e-06",0.97634849961232,"Akr1c6",0.00111864441100361
"17","7.00558852450511e-06",0.975882947509419,"Gstm2",0.00112666347211747
"18","8.45173670865173e-06",0.974544995560724,"Uroc1",0.00124490492231851
"19","9.07268763842207e-06",0.974020295506791,"Gsta3",0.00124490492231851
"20","9.10683922690934e-06",0.97399218706831,"Cyp7a1",0.00124490492231851
"21","9.86152757871095e-06",0.973389302261139,"Rgn",0.0012475661736649
"22","1.00389377544359e-05",0.973252364940739,"Aldh1a1",0.0012475661736649
"23","1.31464436370424e-05",0.971092429870496,"Cyp2c67",0.00156271203929017
"24","1.615457630066e-05",0.969324263958426,"Slc25a5",0.00184027548358352
"25","1.71158023474402e-05",0.968808966559879,"Tmem205",0.00187178414471606
"26","1.79938429008095e-05",0.968355906435019,"Sord",0.0018921217881082
"27","2.06452106502411e-05",0.967076604143845,"Atp5o",0.00209051873769478
"28","2.23102722444771e-05",0.966331791842207,"Ftcd",0.00217843872558573
"29","2.40377147781161e-05",0.965599621360797,"Cyp2c68",0.00226617628287481
"30","2.58397274098029e-05",0.964874564051801,"Fbp1",0.00235486049128004
"31","2.93728389964957e-05",0.963550988613101,"Sdha",0.00259049489730385
"32","3.13277929664321e-05",0.962866591743247,"Hsp90aa1",0.0026356683724571
"33","3.18131149565049e-05",0.962701398238683,"Acox1",0.0026356683724571
"34","3.75782373990571e-05",0.960863396350263,"Cyp3a11",0.00302173238379477
"35","4.07268732679077e-05",0.959942856879675,"Vcp",0.00318135061469885
"36","4.22412841274153e-05",0.959517970487818,"Aqp9",0.00320799085567648
"37","4.66543398763103e-05",0.958338328344539,"Cyp4a12b",0.0034473774384279
"38","5.83282151086145e-05",0.95555859828611,"Suclg1",0.0039600904079717
"39","5.86554272743187e-05",0.955486604728652,"Mug2",0.0039600904079717
"40","5.89730392478615e-05",0.955416994443722,"Glul",0.0039600904079717
"41","5.93868715167665e-05",0.955326692264935,"Mgst1",0.0039600904079717
"42","6.8992690774318e-05",0.953345373901274,"Ugt2b34",0.00449109563278537
"43","7.30822981983648e-05",0.952560901019649,"Aldh2",0.00464667449475185
"44","7.67887963910617e-05",0.951876276657464,"Acot2",0.0047713765757537
"45","8.18119170672545e-05",0.950984756657124,"Dlat",0.00497052847248608
"46","8.63235794343181e-05",0.95021639469135,"Hspa5",0.00501907138084327
"47","8.75729729920128e-05",0.9500086451903,"Pdia5",0.00501907138084327
"48","8.8118297834849e-05",0.94991862409089,"Cyp27a1",0.00501907138084327
"49","9.88943102022776e-05",0.948215316912229,"Uox",0.00520746143738144
"50","0.000100342710673072",0.947996524872825,"Amdhd1",0.00520746143738144
"51","0.000100949325596641",0.947905552914363,"Hsd17b4",0.00520746143738144
"52","0.000127836521468995",0.944211291725236,"Acly",0.00647231573511541
"53","0.000150998947780013",0.941446978041781,"Asl",0.00750602042237374
"54","0.00021813775728664",0.934835695224132,"Cd81",0.0101417794209562
"55","0.000218860638564893",0.93477290430725,"Ces3a",0.0101417794209562
"56","0.000247042075189001",0.93243108754786,"Slco1a1",0.0112568838927788
"57","0.000269218919123448",0.930717120873289,"Atp5c1",0.0118546649099662
"58","0.000269691896445503",0.930681665590143,"Blvrb",0.0118546649099662
