"","p.val","corr.coef","Symbol","p.adjust"
"1","2.88368308392648e-07",0.990345883848924,"Cpox",0.000401697053590959
"2","1.64814468908893e-06",0.984086324223408,"Gstm1",0.000864808797889924
"3","2.25199168752854e-06",0.982594509989071,"Ugt3a2",0.000864808797889924
"4","2.67106276049799e-06",0.981720312458841,"Ugt2b34",0.000864808797889924
"5","3.10412346694158e-06",0.98091417535915,"Rdh9",0.000864808797889924
"6","5.88194734501115e-06",0.977065571592522,"Selenbp2",0.00136559210860009
"7","1.64733363569902e-05",0.969151028209378,"Vcp",0.00327819393504105
"8","2.28673759529304e-05",0.966091406500879,"Cyp2d9",0.00398178183780401
"9","3.61319367257138e-05",0.961304620824995,"Hsd17b12",0.00554870395482711
"10","4.00094729541249e-05",0.960148043402511,"Aldh1a1",0.00554870395482711
"11","4.38160398442916e-05",0.959087435684045,"Pon1",0.00554870395482711
"12","7.51511508468348e-05",0.952175819964938,"Fmo1",0.00789396521255697
"13","9.51650523390608e-05",0.948789251512823,"Alg5",0.00789396521255697
"14","9.72983615223701e-05",0.948459031631449,"Mgst1",0.00789396521255697
"15","9.94265028765966e-05",0.94813466396275,"Gstm3",0.00789396521255697
"16","0.000102491330776835",0.947676027402284,"Sord",0.00789396521255697
"17","0.000104539395887916",0.947374912421914,"Acot2",0.00789396521255697
"18","0.000111126071776596",0.946433871010802,"Atp5a1",0.00789396521255697
"19","0.000117130543765378",0.945609704682462,"Hsd17b4",0.00789396521255697
"20","0.000120557225350496",0.945152646284774,"Hadh",0.00789396521255697
"21","0.000124671381677138",0.944615835811307,"Cyp2c50",0.00789396521255697
"22","0.000137228331176749",0.943051017326765,"Acaa1a",0.00831126370996571
"23","0.000155183173429488",0.940980098800418,"Glul",0.00870605536464347
"24","0.00015807729569077",0.940662333773014,"Inmt",0.00870605536464347
"25","0.000162496367179275",0.940184946640165,"Gstm6",0.00870605536464347
"26","0.000172153482058664",0.939172666345097,"Acaa1b",0.00888184446324885
"27","0.00018426611332444",0.93795801974069,"Fh1",0.00904398926358958
"28","0.000195189011704823",0.936909980567295,"Cyp1a2",0.00904398926358958
"29","0.000197275232084948",0.936714533757541,"Cyp2e1",0.00904398926358958
"30","0.000201266092728842",0.936344666428679,"Uox",0.00904398926358958
"31","0.000213735202638688",0.935221303968572,"Gulo",0.00930416053986539
"32","0.000223051442807553",0.934411727496693,"Suclg1",0.00941547454033095
"33","0.000230632260435487",0.933770330912845,"Tmem205",0.00944913937607745
"34","0.000238197991122783",0.933144823701789,"Creg1",0.00948028004668676
