Protein	Symbol	ENSEMBL	bin	int
A0A075B5P3	NA	NA	1	8.937586084864524
A0A075B5P3	NA	NA	2	8.751690847302804
A0A075B5P3	NA	NA	3	9.316516959850468
A0A075B5P3	NA	NA	4	8.54252557616157
A0A075B5P3	NA	NA	5	9.236081431276762
A0A075B5P3	NA	NA	6	8.73448494091476
A0A075B5P3	NA	NA	7	8.64339963888103
A0A075B5P3	NA	NA	8	9.305641107491653
A0A075B5P4	NA	NA	1	7.329934884111272
A0A075B5P4	NA	NA	2	6.911258478288479
A0A075B5P4	NA	NA	3	7.333351544914866
A0A075B5P4	NA	NA	4	7.116567489843475
A0A075B5P4	NA	NA	5	7.8042185736785505
A0A075B5P4	NA	NA	6	7.387176317299265
A0A075B5P4	NA	NA	7	7.008234555426328
A0A075B5P4	NA	NA	8	6.6799312144639735
A0A075B5R5	NA	NA	1	0
A0A075B5R5	NA	NA	2	0
A0A075B5R5	NA	NA	3	0
A0A075B5R5	NA	NA	4	5.797071915672892
A0A075B5R5	NA	NA	5	2.8533109853518916
A0A075B5R5	NA	NA	6	2.368821197387488
A0A075B5R5	NA	NA	7	2.3397015000309778
A0A075B5R5	NA	NA	8	0
A0A075B6A3	NA	NA	1	7.898030343030318
A0A075B6A3	NA	NA	2	7.969248697406899
A0A075B6A3	NA	NA	3	8.405127164910681
A0A075B6A3	NA	NA	4	8.783505326932941
A0A075B6A3	NA	NA	5	9.476946562096982
A0A075B6A3	NA	NA	6	10.30917561259364
A0A075B6A3	NA	NA	7	10.042518451942389
A0A075B6A3	NA	NA	8	10.292726094565465
A0A087WNW3	Ktn1	ENSMUSG00000021843	1	6.689154573358816
A0A087WNW3	Ktn1	ENSMUSG00000021843	2	6.730271090478538
A0A087WNW3	Ktn1	ENSMUSG00000021843	3	7.7641758280464055
A0A087WNW3	Ktn1	ENSMUSG00000021843	4	7.439006535831728
A0A087WNW3	Ktn1	ENSMUSG00000021843	5	7.179444968809273
A0A087WNW3	Ktn1	ENSMUSG00000021843	6	7.763017883376394
A0A087WNW3	Ktn1	ENSMUSG00000021843	7	7.043114670095445
A0A087WNW3	Ktn1	ENSMUSG00000021843	8	7.279583203091294
A0A087WQ94	NA	NA	1	8.43748926472358
A0A087WQ94	NA	NA	2	8.05379638126043
A0A087WQ94	NA	NA	3	8.957447135658601
A0A087WQ94	NA	NA	4	8.922564587098202
A0A087WQ94	NA	NA	5	9.174977161367426
A0A087WQ94	NA	NA	6	9.299267286261356
A0A087WQ94	NA	NA	7	8.977267949692873
A0A087WQ94	NA	NA	8	9.186290507809032
A0A087WR50	Fn1	ENSMUSG00000026193	1	10.910339910906862
A0A087WR50	Fn1	ENSMUSG00000026193	2	11.230855785345792
A0A087WR50	Fn1	ENSMUSG00000026193	3	10.832800380381077
A0A087WR50	Fn1	ENSMUSG00000026193	4	11.057599197197307
A0A087WR50	Fn1	ENSMUSG00000026193	5	11.00900655196618
A0A087WR50	Fn1	ENSMUSG00000026193	6	11.2475360202417
A0A087WR50	Fn1	ENSMUSG00000026193	7	11.528768335380189
A0A087WR50	Fn1	ENSMUSG00000026193	8	11.367975096716965
A0A087WS16	NA	NA	1	10.673437209334152
A0A087WS16	NA	NA	2	11.037231525958207
A0A087WS16	NA	NA	3	10.082762200626432
A0A087WS16	NA	NA	4	9.410502705912537
A0A087WS16	NA	NA	5	8.657170129957848
A0A087WS16	NA	NA	6	9.56081624034174
A0A087WS16	NA	NA	7	9.476968799971406
A0A087WS16	NA	NA	8	9.96614863166337
A0A087WSP5	Stat1	ENSMUSG00000026104	1	10.937865019328353
A0A087WSP5	Stat1	ENSMUSG00000026104	2	10.183438002632375
A0A087WSP5	Stat1	ENSMUSG00000026104	3	10.309701665749564
A0A087WSP5	Stat1	ENSMUSG00000026104	4	10.262741066426884
A0A087WSP5	Stat1	ENSMUSG00000026104	5	10.386900900284667
A0A087WSP5	Stat1	ENSMUSG00000026104	6	10.608244263632416
A0A087WSP5	Stat1	ENSMUSG00000026104	7	10.891123005098201
A0A087WSP5	Stat1	ENSMUSG00000026104	8	10.790210547705794
A0A0A6YVS2	NA	NA	1	9.917415465541513
A0A0A6YVS2	NA	NA	2	10.287138566931409
A0A0A6YVS2	NA	NA	3	10.150148763736171
A0A0A6YVS2	NA	NA	4	10.16043549014884
A0A0A6YVS2	NA	NA	5	10.039130415225834
A0A0A6YVS2	NA	NA	6	10.068340504299293
A0A0A6YVS2	NA	NA	7	9.769245024989226
A0A0A6YVS2	NA	NA	8	10.097109252232885
A0A0A6YW80	NA	NA	1	10.790464524728172
A0A0A6YW80	NA	NA	2	11.450125106693912
A0A0A6YW80	NA	NA	3	11.451001396648703
A0A0A6YW80	NA	NA	4	11.642770543904005
A0A0A6YW80	NA	NA	5	11.472834504735271
A0A0A6YW80	NA	NA	6	11.774347695082007
A0A0A6YW80	NA	NA	7	11.860986186405482
A0A0A6YW80	NA	NA	8	11.758782255779023
A0A0A6YXL6	Lrba	ENSMUSG00000028080	1	8.063436502883276
A0A0A6YXL6	Lrba	ENSMUSG00000028080	2	7.546710560100616
A0A0A6YXL6	Lrba	ENSMUSG00000028080	3	7.9380814942698885
A0A0A6YXL6	Lrba	ENSMUSG00000028080	4	7.226528710753623
A0A0A6YXL6	Lrba	ENSMUSG00000028080	5	6.313601332955809
A0A0A6YXL6	Lrba	ENSMUSG00000028080	6	6.712861796867689
A0A0A6YXL6	Lrba	ENSMUSG00000028080	7	8.063417490494938
A0A0A6YXL6	Lrba	ENSMUSG00000028080	8	1.2558565826807933
A0A0B4J1G1	Fcgr2b	ENSMUSG00000026656	1	9.04211306907811
A0A0B4J1G1	Fcgr2b	ENSMUSG00000026656	2	8.179284014887182
A0A0B4J1G1	Fcgr2b	ENSMUSG00000026656	3	9.326572567348215
A0A0B4J1G1	Fcgr2b	ENSMUSG00000026656	4	9.106407487116238
A0A0B4J1G1	Fcgr2b	ENSMUSG00000026656	5	9.779922719424736
A0A0B4J1G1	Fcgr2b	ENSMUSG00000026656	6	9.861240721448448
A0A0B4J1G1	Fcgr2b	ENSMUSG00000026656	7	9.480644730619396
A0A0B4J1G1	Fcgr2b	ENSMUSG00000026656	8	9.1942382257489
A0A0G2JDV3	Gbp6	ENSMUSG00000104713	1	6.922121180644605
A0A0G2JDV3	Gbp6	ENSMUSG00000104713	2	7.164209255002848
A0A0G2JDV3	Gbp6	ENSMUSG00000104713	3	8.392168095338521
A0A0G2JDV3	Gbp6	ENSMUSG00000104713	4	9.104260885879928
A0A0G2JDV3	Gbp6	ENSMUSG00000104713	5	8.925490842597453
A0A0G2JDV3	Gbp6	ENSMUSG00000104713	6	8.312108589207895
A0A0G2JDV3	Gbp6	ENSMUSG00000104713	7	8.639165702514845
A0A0G2JDV3	Gbp6	ENSMUSG00000104713	8	9.098510379107562
A0A0G2JEP4	NA	NA	1	7.796469619232228
A0A0G2JEP4	NA	NA	2	9.281072010291249
A0A0G2JEP4	NA	NA	3	9.789195901457093
A0A0G2JEP4	NA	NA	4	7.876746554320118
A0A0G2JEP4	NA	NA	5	9.056910949111192
A0A0G2JEP4	NA	NA	6	8.015192534291995
A0A0G2JEP4	NA	NA	7	8.610281291931969
A0A0G2JEP4	NA	NA	8	9.4629302469017
A0A0G2JFT8	Rufy3	ENSMUSG00000029291	1	5.412252482138786
A0A0G2JFT8	Rufy3	ENSMUSG00000029291	2	0
A0A0G2JFT8	Rufy3	ENSMUSG00000029291	3	4.931954119040111
A0A0G2JFT8	Rufy3	ENSMUSG00000029291	4	0
A0A0G2JFT8	Rufy3	ENSMUSG00000029291	5	3.1544739627353255
A0A0G2JFT8	Rufy3	ENSMUSG00000029291	6	4.247251132551591
A0A0G2JFT8	Rufy3	ENSMUSG00000029291	7	4.562971922826648
A0A0G2JFT8	Rufy3	ENSMUSG00000029291	8	0
A0A0J9YU79	Khk	ENSMUSG00000029162	1	10.597772942156963
A0A0J9YU79	Khk	ENSMUSG00000029162	2	10.35370964971751
A0A0J9YU79	Khk	ENSMUSG00000029162	3	10.627169474477995
A0A0J9YU79	Khk	ENSMUSG00000029162	4	10.712527181890616
A0A0J9YU79	Khk	ENSMUSG00000029162	5	10.55429449270616
A0A0J9YU79	Khk	ENSMUSG00000029162	6	10.572572390645089
A0A0J9YU79	Khk	ENSMUSG00000029162	7	10.623468280537791
A0A0J9YU79	Khk	ENSMUSG00000029162	8	10.70301660734963
A0A0J9YUD5	NA	NA	1	5.903803492671167
A0A0J9YUD5	NA	NA	2	6.268113231916891
A0A0J9YUD5	NA	NA	3	5.7967380261430845
A0A0J9YUD5	NA	NA	4	6.2429827776476
A0A0J9YUD5	NA	NA	5	6.7434314778191835
A0A0J9YUD5	NA	NA	6	7.386865493643998
A0A0J9YUD5	NA	NA	7	6.647042677877309
A0A0J9YUD5	NA	NA	8	7.224041518702345
A0A0J9YUG5	NA	NA	1	3.6267567346417633
A0A0J9YUG5	NA	NA	2	7.185391377328153
A0A0J9YUG5	NA	NA	3	8.154707997489105
A0A0J9YUG5	NA	NA	4	6.953343364549491
A0A0J9YUG5	NA	NA	5	7.238390440205812
A0A0J9YUG5	NA	NA	6	5.856888428817145
A0A0J9YUG5	NA	NA	7	7.555040028928689
A0A0J9YUG5	NA	NA	8	5.714585207190426
A0A0J9YUI8	NA	NA	1	10.472404108307272
A0A0J9YUI8	NA	NA	2	10.7570293221737
A0A0J9YUI8	NA	NA	3	10.626111923355216
A0A0J9YUI8	NA	NA	4	10.382121693096389
A0A0J9YUI8	NA	NA	5	10.690837982011335
A0A0J9YUI8	NA	NA	6	10.67883231760582
A0A0J9YUI8	NA	NA	7	10.839712920846743
A0A0J9YUI8	NA	NA	8	10.85470119075412
A0A0J9YVJ6	NA	NA	1	8.45507411514699
A0A0J9YVJ6	NA	NA	2	7.038136130020674
A0A0J9YVJ6	NA	NA	3	7.693316566086322
A0A0J9YVJ6	NA	NA	4	7.620036996326434
A0A0J9YVJ6	NA	NA	5	7.874068751165504
A0A0J9YVJ6	NA	NA	6	7.626132592246492
A0A0J9YVJ6	NA	NA	7	7.923998363659312
A0A0J9YVJ6	NA	NA	8	7.39388677182201
A0A0N4SV80	Zfp638	ENSMUSG00000030016	1	5.760583062984728
A0A0N4SV80	Zfp638	ENSMUSG00000030016	2	5.225914508049927
A0A0N4SV80	Zfp638	ENSMUSG00000030016	3	0
A0A0N4SV80	Zfp638	ENSMUSG00000030016	4	4.851296113202406
A0A0N4SV80	Zfp638	ENSMUSG00000030016	5	7.186366907017757
A0A0N4SV80	Zfp638	ENSMUSG00000030016	6	2.7714590353242428
A0A0N4SV80	Zfp638	ENSMUSG00000030016	7	5.634350725618777
A0A0N4SV80	Zfp638	ENSMUSG00000030016	8	6.507555330107998
A0A0R4IZY2	Cyp2d26	ENSMUSG00000022445	1	13.115446088997766
A0A0R4IZY2	Cyp2d26	ENSMUSG00000022445	2	12.953749779751453
A0A0R4IZY2	Cyp2d26	ENSMUSG00000022445	3	12.812966194373608
A0A0R4IZY2	Cyp2d26	ENSMUSG00000022445	4	12.646685007107582
A0A0R4IZY2	Cyp2d26	ENSMUSG00000022445	5	12.5916134975914
A0A0R4IZY2	Cyp2d26	ENSMUSG00000022445	6	12.62427395015599
A0A0R4IZY2	Cyp2d26	ENSMUSG00000022445	7	12.710355052444337
A0A0R4IZY2	Cyp2d26	ENSMUSG00000022445	8	12.625938355398933
A0A0R4J034	Pdxdc1	ENSMUSG00000022680	1	9.491695865969854
A0A0R4J034	Pdxdc1	ENSMUSG00000022680	2	9.700196384197206
A0A0R4J034	Pdxdc1	ENSMUSG00000022680	3	9.861361436783582
A0A0R4J034	Pdxdc1	ENSMUSG00000022680	4	9.565930473009574
A0A0R4J034	Pdxdc1	ENSMUSG00000022680	5	9.767267012017378
A0A0R4J034	Pdxdc1	ENSMUSG00000022680	6	9.94687924745544
A0A0R4J034	Pdxdc1	ENSMUSG00000022680	7	9.615787719797671
A0A0R4J034	Pdxdc1	ENSMUSG00000022680	8	9.427018148665793
A0A0R4J049	Prmt5	ENSMUSG00000023110	1	0
A0A0R4J049	Prmt5	ENSMUSG00000023110	2	8.034515080647473
A0A0R4J049	Prmt5	ENSMUSG00000023110	3	0
A0A0R4J049	Prmt5	ENSMUSG00000023110	4	0
A0A0R4J049	Prmt5	ENSMUSG00000023110	5	3.7849738332777787
A0A0R4J049	Prmt5	ENSMUSG00000023110	6	5.596871406337357
A0A0R4J049	Prmt5	ENSMUSG00000023110	7	4.706675114887027
A0A0R4J049	Prmt5	ENSMUSG00000023110	8	4.4165114659321505
A0A0R4J050	Acy1	ENSMUSG00000023262	1	11.0710122259547
A0A0R4J050	Acy1	ENSMUSG00000023262	2	11.268781103444695
A0A0R4J050	Acy1	ENSMUSG00000023262	3	10.695451288191553
A0A0R4J050	Acy1	ENSMUSG00000023262	4	11.239417998191692
A0A0R4J050	Acy1	ENSMUSG00000023262	5	11.02755535665673
A0A0R4J050	Acy1	ENSMUSG00000023262	6	10.926553150431582
A0A0R4J050	Acy1	ENSMUSG00000023262	7	11.352096605658067
A0A0R4J050	Acy1	ENSMUSG00000023262	8	11.380804779639066
A0A0R4J083	Acadl	ENSMUSG00000026003	1	12.113278994908171
A0A0R4J083	Acadl	ENSMUSG00000026003	2	12.22205972421826
A0A0R4J083	Acadl	ENSMUSG00000026003	3	12.145395164416433
A0A0R4J083	Acadl	ENSMUSG00000026003	4	12.206564452724583
A0A0R4J083	Acadl	ENSMUSG00000026003	5	12.203354752098692
A0A0R4J083	Acadl	ENSMUSG00000026003	6	12.269043311401795
A0A0R4J083	Acadl	ENSMUSG00000026003	7	12.21173490205099
A0A0R4J083	Acadl	ENSMUSG00000026003	8	12.144944028314315
A0A0R4J0B4	Cmas	ENSMUSG00000030282	1	10.41794924297321
A0A0R4J0B4	Cmas	ENSMUSG00000030282	2	10.699324936104924
A0A0R4J0B4	Cmas	ENSMUSG00000030282	3	10.351140923151396
A0A0R4J0B4	Cmas	ENSMUSG00000030282	4	10.203841888144316
A0A0R4J0B4	Cmas	ENSMUSG00000030282	5	9.938124007337517
A0A0R4J0B4	Cmas	ENSMUSG00000030282	6	9.979859962231588
A0A0R4J0B4	Cmas	ENSMUSG00000030282	7	9.803488001191852
A0A0R4J0B4	Cmas	ENSMUSG00000030282	8	9.843782040712535
A0A0R4J0I1	Serpina3k	ENSMUSG00000058207	1	10.999983470847475
A0A0R4J0I1	Serpina3k	ENSMUSG00000058207	2	11.372555119297454
A0A0R4J0I1	Serpina3k	ENSMUSG00000058207	3	11.13038678139251
A0A0R4J0I1	Serpina3k	ENSMUSG00000058207	4	11.163574100647557
A0A0R4J0I1	Serpina3k	ENSMUSG00000058207	5	11.031164108849557
A0A0R4J0I1	Serpina3k	ENSMUSG00000058207	6	11.20822666024873
A0A0R4J0I1	Serpina3k	ENSMUSG00000058207	7	11.23469721129203
A0A0R4J0I1	Serpina3k	ENSMUSG00000058207	8	11.20883932498114
A0A0R4J135	Selenbp2	ENSMUSG00000068877	1	12.135466787131707
A0A0R4J135	Selenbp2	ENSMUSG00000068877	2	12.394348690107977
A0A0R4J135	Selenbp2	ENSMUSG00000068877	3	12.319229722120816
A0A0R4J135	Selenbp2	ENSMUSG00000068877	4	12.518486365634448
A0A0R4J135	Selenbp2	ENSMUSG00000068877	5	12.551097036421657
A0A0R4J135	Selenbp2	ENSMUSG00000068877	6	12.732037714945818
A0A0R4J135	Selenbp2	ENSMUSG00000068877	7	12.764130862173909
A0A0R4J135	Selenbp2	ENSMUSG00000068877	8	12.82264754912035
A0A0R4J140	Cluh	ENSMUSG00000020741	1	10.744761651137107
A0A0R4J140	Cluh	ENSMUSG00000020741	2	10.849782970859021
A0A0R4J140	Cluh	ENSMUSG00000020741	3	10.821590880312392
A0A0R4J140	Cluh	ENSMUSG00000020741	4	10.354450862615614
A0A0R4J140	Cluh	ENSMUSG00000020741	5	10.425490297109004
A0A0R4J140	Cluh	ENSMUSG00000020741	6	10.569371346545962
A0A0R4J140	Cluh	ENSMUSG00000020741	7	10.74403886954362
A0A0R4J140	Cluh	ENSMUSG00000020741	8	10.994541569644607
A0A0R4J174	Ecsit	ENSMUSG00000066839	1	9.215178713955149
A0A0R4J174	Ecsit	ENSMUSG00000066839	2	8.416384970770629
A0A0R4J174	Ecsit	ENSMUSG00000066839	3	8.915857561562635
A0A0R4J174	Ecsit	ENSMUSG00000066839	4	8.474466239457476
A0A0R4J174	Ecsit	ENSMUSG00000066839	5	7.819145095614813
A0A0R4J174	Ecsit	ENSMUSG00000066839	6	8.367970361503108
A0A0R4J174	Ecsit	ENSMUSG00000066839	7	6.886218476113134
A0A0R4J174	Ecsit	ENSMUSG00000066839	8	7.905377735636812
A0A0R4J1E2	Eef1d	ENSMUSG00000055762	1	11.50895084499635
A0A0R4J1E2	Eef1d	ENSMUSG00000055762	2	11.478598002178565
A0A0R4J1E2	Eef1d	ENSMUSG00000055762	3	11.622474534904306
A0A0R4J1E2	Eef1d	ENSMUSG00000055762	4	11.55555407353432
A0A0R4J1E2	Eef1d	ENSMUSG00000055762	5	11.519392634491883
A0A0R4J1E2	Eef1d	ENSMUSG00000055762	6	11.596599179543627
A0A0R4J1E2	Eef1d	ENSMUSG00000055762	7	11.597578538906545
A0A0R4J1E2	Eef1d	ENSMUSG00000055762	8	11.499805824728591
A0A0R4J1H2	Glyctk	ENSMUSG00000020258	1	10.29920086518441
A0A0R4J1H2	Glyctk	ENSMUSG00000020258	2	9.75965194635806
A0A0R4J1H2	Glyctk	ENSMUSG00000020258	3	10.207602899790547
A0A0R4J1H2	Glyctk	ENSMUSG00000020258	4	10.139522346482558
A0A0R4J1H2	Glyctk	ENSMUSG00000020258	5	10.003244685179606
A0A0R4J1H2	Glyctk	ENSMUSG00000020258	6	9.81779439306401
A0A0R4J1H2	Glyctk	ENSMUSG00000020258	7	10.379498358641614
A0A0R4J1H2	Glyctk	ENSMUSG00000020258	8	10.03674813395717
A0A0R4J1J1	Pnkd	ENSMUSG00000026179	1	8.500440795093953
A0A0R4J1J1	Pnkd	ENSMUSG00000026179	2	8.913231862152468
A0A0R4J1J1	Pnkd	ENSMUSG00000026179	3	9.04728891582858
A0A0R4J1J1	Pnkd	ENSMUSG00000026179	4	8.941837360630416
A0A0R4J1J1	Pnkd	ENSMUSG00000026179	5	8.631868458475282
A0A0R4J1J1	Pnkd	ENSMUSG00000026179	6	8.42493822213788
A0A0R4J1J1	Pnkd	ENSMUSG00000026179	7	8.191585569619388
A0A0R4J1J1	Pnkd	ENSMUSG00000026179	8	8.253303526051303
A0A0R4J1L2	Eef1d	ENSMUSG00000055762	1	7.6890270056770875
A0A0R4J1L2	Eef1d	ENSMUSG00000055762	2	8.2726647363339
A0A0R4J1L2	Eef1d	ENSMUSG00000055762	3	8.62623775034307
A0A0R4J1L2	Eef1d	ENSMUSG00000055762	4	7.511350248117975
A0A0R4J1L2	Eef1d	ENSMUSG00000055762	5	8.989997729257421
A0A0R4J1L2	Eef1d	ENSMUSG00000055762	6	8.519124051547466
A0A0R4J1L2	Eef1d	ENSMUSG00000055762	7	7.006752481271968
A0A0R4J1L2	Eef1d	ENSMUSG00000055762	8	9.012043281075544
A0A0R4J1T1	NA	NA	1	9.942680416398883
A0A0R4J1T1	NA	NA	2	9.608891312606369
A0A0R4J1T1	NA	NA	3	9.976091088091305
A0A0R4J1T1	NA	NA	4	9.807396102704457
A0A0R4J1T1	NA	NA	5	9.931992543943222
A0A0R4J1T1	NA	NA	6	10.143185029553903
A0A0R4J1T1	NA	NA	7	10.245268254932457
A0A0R4J1T1	NA	NA	8	10.357170295246622
A0A0R4J1V0	Pdzk1	ENSMUSG00000038298	1	10.712931185962098
A0A0R4J1V0	Pdzk1	ENSMUSG00000038298	2	11.249444315247837
A0A0R4J1V0	Pdzk1	ENSMUSG00000038298	3	10.692162653763617
A0A0R4J1V0	Pdzk1	ENSMUSG00000038298	4	10.94172140628603
A0A0R4J1V0	Pdzk1	ENSMUSG00000038298	5	10.67943961915808
A0A0R4J1V0	Pdzk1	ENSMUSG00000038298	6	10.965331439438213
A0A0R4J1V0	Pdzk1	ENSMUSG00000038298	7	10.87225691534208
A0A0R4J1V0	Pdzk1	ENSMUSG00000038298	8	10.991808612688173
A0A0R4J293	Tgm1	ENSMUSG00000022218	1	11.134504318091123
A0A0R4J293	Tgm1	ENSMUSG00000022218	2	11.547695845798042
A0A0R4J293	Tgm1	ENSMUSG00000022218	3	10.503722555423403
A0A0R4J293	Tgm1	ENSMUSG00000022218	4	10.757639184254932
A0A0R4J293	Tgm1	ENSMUSG00000022218	5	10.686318666337485
A0A0R4J293	Tgm1	ENSMUSG00000022218	6	10.376700156961821
A0A0R4J293	Tgm1	ENSMUSG00000022218	7	10.749213884906073
A0A0R4J293	Tgm1	ENSMUSG00000022218	8	10.959139769173158
A0A0R4J2D3	NA	NA	1	10.808050190828302
A0A0R4J2D3	NA	NA	2	11.156399097249318
A0A0R4J2D3	NA	NA	3	10.837163539788278
A0A0R4J2D3	NA	NA	4	10.888662781986788
A0A0R4J2D3	NA	NA	5	10.788969928271882
A0A0R4J2D3	NA	NA	6	10.912428723354683
A0A0R4J2D3	NA	NA	7	10.98791927678442
A0A0R4J2D3	NA	NA	8	10.800613931167604
A0A0U1RP81	NA	NA	1	10.074665118412964
A0A0U1RP81	NA	NA	2	10.090886911625576
A0A0U1RP81	NA	NA	3	10.284492110745271
A0A0U1RP81	NA	NA	4	9.957115761166683
A0A0U1RP81	NA	NA	5	10.290195374702554
A0A0U1RP81	NA	NA	6	9.8593760298686
A0A0U1RP81	NA	NA	7	10.048631939423824
A0A0U1RP81	NA	NA	8	9.924224476349753
A0A0U1RPQ5	NA	NA	1	0
A0A0U1RPQ5	NA	NA	2	8.926696836389329
A0A0U1RPQ5	NA	NA	3	0
A0A0U1RPQ5	NA	NA	4	8.012156543252095
A0A0U1RPQ5	NA	NA	5	5.915625534037941
A0A0U1RPQ5	NA	NA	6	0
A0A0U1RPQ5	NA	NA	7	5.491477092318864
A0A0U1RPQ5	NA	NA	8	6.681495006671067
A0A140LHQ8	NA	NA	1	8.80343197265648
A0A140LHQ8	NA	NA	2	8.695220203903295
A0A140LHQ8	NA	NA	3	8.127365809486951
A0A140LHQ8	NA	NA	4	8.00678648283509
A0A140LHQ8	NA	NA	5	8.225820542296438
A0A140LHQ8	NA	NA	6	8.085705572406239
A0A140LHQ8	NA	NA	7	7.695142776635473
A0A140LHQ8	NA	NA	8	7.995940393926052
A0A140T8N5	NA	NA	1	6.356139739515564
A0A140T8N5	NA	NA	2	0
A0A140T8N5	NA	NA	3	7.093016313716852
A0A140T8N5	NA	NA	4	4.435597101573536
A0A140T8N5	NA	NA	5	8.38888577880922
A0A140T8N5	NA	NA	6	7.429569703247497
A0A140T8N5	NA	NA	7	8.074583845662787
A0A140T8N5	NA	NA	8	6.433137853154242
A0A1B0GR85	2900026A02Rik	ENSMUSG00000051339	1	0
A0A1B0GR85	2900026A02Rik	ENSMUSG00000051339	2	0
A0A1B0GR85	2900026A02Rik	ENSMUSG00000051339	3	0
A0A1B0GR85	2900026A02Rik	ENSMUSG00000051339	4	0
A0A1B0GR85	2900026A02Rik	ENSMUSG00000051339	5	4.874385155515251
A0A1B0GR85	2900026A02Rik	ENSMUSG00000051339	6	0
A0A1B0GR85	2900026A02Rik	ENSMUSG00000051339	7	4.614919923458383
A0A1B0GR85	2900026A02Rik	ENSMUSG00000051339	8	5.108931300225803
A0A1B0GRV7	NA	NA	1	6.5164398451099235
A0A1B0GRV7	NA	NA	2	0
A0A1B0GRV7	NA	NA	3	6.817249244390542
A0A1B0GRV7	NA	NA	4	6.773856269064132
A0A1B0GRV7	NA	NA	5	6.24862454128559
A0A1B0GRV7	NA	NA	6	2.6129239420198114
A0A1B0GRV7	NA	NA	7	4.893921427765886
A0A1B0GRV7	NA	NA	8	5.850467290289622
A0A1D5RLZ3	NA	NA	1	0
A0A1D5RLZ3	NA	NA	2	5.800805123417981
A0A1D5RLZ3	NA	NA	3	3.4296396660352753
A0A1D5RLZ3	NA	NA	4	3.8539644236779136
A0A1D5RLZ3	NA	NA	5	0
A0A1D5RLZ3	NA	NA	6	4.092147392167132
A0A1D5RLZ3	NA	NA	7	2.9516614410593935
A0A1D5RLZ3	NA	NA	8	2.921945433223216
A0A1L1SQ51	Tln2	ENSMUSG00000052698	1	9.5585732375252
A0A1L1SQ51	Tln2	ENSMUSG00000052698	2	9.314832130812173
A0A1L1SQ51	Tln2	ENSMUSG00000052698	3	7.216015450392886
A0A1L1SQ51	Tln2	ENSMUSG00000052698	4	7.656928425917124
A0A1L1SQ51	Tln2	ENSMUSG00000052698	5	9.227285011578822
A0A1L1SQ51	Tln2	ENSMUSG00000052698	6	8.775655583268032
A0A1L1SQ51	Tln2	ENSMUSG00000052698	7	9.029488746958657
A0A1L1SQ51	Tln2	ENSMUSG00000052698	8	8.372504079600409
A0A1L1SUI3	NA	NA	1	10.811242927571135
A0A1L1SUI3	NA	NA	2	10.59117060648039
A0A1L1SUI3	NA	NA	3	10.564653978910755
A0A1L1SUI3	NA	NA	4	10.615834193061385
A0A1L1SUI3	NA	NA	5	10.710248767966629
A0A1L1SUI3	NA	NA	6	10.496236378498791
A0A1L1SUI3	NA	NA	7	10.816919497368715
A0A1L1SUI3	NA	NA	8	10.934837514621854
A0A1L1SV73	NA	NA	1	7.813916759297623
A0A1L1SV73	NA	NA	2	7.4731179663008565
A0A1L1SV73	NA	NA	3	8.03414206215566
A0A1L1SV73	NA	NA	4	8.697921103789758
A0A1L1SV73	NA	NA	5	8.571086261016164
A0A1L1SV73	NA	NA	6	7.915246108157216
A0A1L1SV73	NA	NA	7	7.957842424996675
A0A1L1SV73	NA	NA	8	8.437123120378208
A0A1Y7VM45	NA	NA	1	5.255410531355054
A0A1Y7VM45	NA	NA	2	3.56936388592083
A0A1Y7VM45	NA	NA	3	0
A0A1Y7VM45	NA	NA	4	2.814396554355277
A0A1Y7VM45	NA	NA	5	5.031511441414842
A0A1Y7VM45	NA	NA	6	2.007627817867369
A0A1Y7VM45	NA	NA	7	4.760604847532882
A0A1Y7VM45	NA	NA	8	3.1534949684165547
A0A286YCV9	Kif13b	ENSMUSG00000060012	1	9.939094040483281
A0A286YCV9	Kif13b	ENSMUSG00000060012	2	10.3755129847449
A0A286YCV9	Kif13b	ENSMUSG00000060012	3	9.916990528163879
A0A286YCV9	Kif13b	ENSMUSG00000060012	4	10.42471875089513
A0A286YCV9	Kif13b	ENSMUSG00000060012	5	10.19878670530184
A0A286YCV9	Kif13b	ENSMUSG00000060012	6	10.391573427523605
A0A286YCV9	Kif13b	ENSMUSG00000060012	7	10.526008756035248
A0A286YCV9	Kif13b	ENSMUSG00000060012	8	10.441609775817927
A0A286YCX6	NA	NA	1	6.503991353896267
A0A286YCX6	NA	NA	2	0
A0A286YCX6	NA	NA	3	5.752675335744719
A0A286YCX6	NA	NA	4	5.816167904324033
A0A286YCX6	NA	NA	5	5.313809483938027
A0A286YCX6	NA	NA	6	3.8487114327532206
A0A286YCX6	NA	NA	7	6.257273663858518
A0A286YCX6	NA	NA	8	6.561085306104989
A0A2I3BQE1	NA	NA	1	6.599791332744364
A0A2I3BQE1	NA	NA	2	6.9115182049961925
A0A2I3BQE1	NA	NA	3	6.18799786392898
A0A2I3BQE1	NA	NA	4	5.401600881115007
A0A2I3BQE1	NA	NA	5	3.898600760343347
A0A2I3BQE1	NA	NA	6	6.476715237845917
A0A2I3BQE1	NA	NA	7	6.362427565767165
A0A2I3BQE1	NA	NA	8	5.334269884827235
A0A2I3BQU5	NA	NA	1	0
A0A2I3BQU5	NA	NA	2	0
A0A2I3BQU5	NA	NA	3	4.588161865280779
A0A2I3BQU5	NA	NA	4	3.714464076337534
