"","p.val","corr.coef","Symbol","p.adjust"
"1","3.70457960957087e-06",0.988566562183953,"Cyp2c37",0.00566800680264343
"2","1.39210637406362e-05",0.982196042164387,"Tbcel",0.0106496137615867
"3","2.39578376756455e-05",0.978645152182149,"Cyp2c54",0.0122184972145792
"4","6.45683777227324e-05",0.970218695784446,"Arf4",0.0246974044789451
"5","9.71535610265221e-05",0.965835800983584,"Ndrg2",0.0295870621651625
"6","0.000145037356204457",0.96090505672544,"Glul",0.0295870621651625
"7","0.000179908737281636",0.957962638875595,"Ssb",0.0295870621651625
"8","0.000201492616480424",0.956326491384999,"Cyp27a1",0.0295870621651625
"9","0.000213967456476551",0.955433061486392,"Ces2c",0.0295870621651625
"10","0.000218657280281548",0.95510607183801,"Gapdh",0.0295870621651625
"11","0.000254169185947087",0.952768484655267,"Cyp2c50",0.0295870621651625
"12","0.000302037244387268",0.949936188396672,"Abcg2",0.0295870621651625
"13","0.000313236097507527",0.949316944982537,"Scpep1",0.0295870621651625
"14","0.000339058043485579",0.947942639784406,"Otc",0.0295870621651625
"15","0.000339254734089432",0.947932440189686,"Gulo",0.0295870621651625
"16","0.000359873957794263",0.946884083347043,"Cyp4a14",0.0295870621651625
"17","0.000375409577395882",0.946120007197087,"Akr1c6",0.0295870621651625
"18","0.000382830023208416",0.945762376359305,"Lipa",0.0295870621651625
"19","0.000423173094636906",0.943893710457262,"Copb2",0.0295870621651625
"20","0.000429295403788663",0.943620502134262,"Ugt1a6b",0.0295870621651625
"21","0.000445600851587041",0.942905136966788,"Por",0.0295870621651625
"22","0.00048771387655619",0.941133749846148,"Dld",0.0295870621651625
"23","0.00048847715127234",0.941102588727685,"Vapa",0.0295870621651625
"24","0.00049860951191215",0.940691923950805,"Pafah2",0.0295870621651625
"25","0.00050970280576294",0.940248544902679,"Fbp1",0.0295870621651625
"26","0.000516807472281213",0.939967901124807,"Pck1",0.0295870621651625
"27","0.000522984946182615",0.939725932846854,"Cpox",0.0295870621651625
"28","0.000541462575571602",0.939013181623468,"Pon1",0.0295870621651625
"29","0.000576349146577054",0.937709807409314,"Aox3",0.0300739610895567
"30","0.000589685511559935",0.937225240014423,"Ces1d",0.0300739610895567
"31","0.000633940312949193",0.935666961891513,"Pdha1",0.0312880218971698
"32","0.000668733537998099",0.934491208011662,"Eno1",0.0314029697942377
"33","0.000684952591969311",0.93395679900304,"Slco1a1",0.0314029697942377
"34","0.000697843773205282",0.933537924074357,"Prodh",0.0314029697942377
"35","0.00073009445395956",0.932511734118898,"Cycs",0.0316632211568461
"36","0.000745016968396379",0.932046943803851,"Prdx3",0.0316632211568461
"37","0.000775683380129072",0.931110570325547,"Tmem19",0.0320755559891211
"38","0.000822050840389429",0.929739721844315,"Atp5c1",0.0330983627841007
"39","0.000885579434917357",0.92794130650799,"Aldh1a1",0.0335664851237252
"40","0.00093188282115194",0.926683033952897,"Iyd",0.0335664851237252
"41","0.000978718855572274",0.925451199894542,"Cyp2f2",0.0335664851237252
"42","0.000988857687903136",0.925189636775793,"Hal",0.0335664851237252
"43","0.000992492835283941",0.925096283527564,"Ces3b",0.0335664851237252
"44","0.000993271818629009",0.925076307738295,"Ehhadh",0.0335664851237252
"45","0.00103199323580595",0.924095987784038,"Psap",0.0335664851237252
"46","0.00107442806238506",0.923048863582584,"Hmgcl",0.0335664851237252
"47","0.00109550595203383",0.922538764087103,"Gstm2",0.0335664851237252
"48","0.00112381781844257",0.921863581608178,"Akr1c19",0.0335664851237252
"49","0.00113750908313166",0.92154105041708,"Gstm3",0.0335664851237252
"50","0.00117352863138926",0.920704446655172,"Abcb4",0.0335664851237252
"51","0.00118295334531911",0.920488317236951,"Acaa1a",0.0335664851237252
"52","0.00120589379728907",0.919966895966884,"Hsd11b1",0.0335664851237252
"53","0.00120850457884262",0.919907966019556,"Ugt1a1",0.0335664851237252
"54","0.00121706433424726",0.919715337703671,"Slc38a3",0.0335664851237252
"55","0.00122493106113651",0.919539082975568,"Acaca",0.0335664851237252
"56","0.00126729851932188",0.918602311726678,"Aox1",0.0335664851237252
"57","0.00130241166807098",0.917841296751204,"Ass1",0.0335664851237252
"58","0.00131765397135687",0.917515108957232,"Sds",0.0335664851237252
"59","0.00133346078307507",0.917179428132149,"Bckdhb",0.0335664851237252
"60","0.00133675535038002",0.917109790209857,"Creg1",0.0335664851237252
"61","0.00133827162911584",0.917077777910948,"Cyp4a12b",0.0335664851237252
"62","0.00136135274593557",0.916593371783353,"Rgn",0.0335946726013133
"63","0.00141680445902533",0.915451076614354,"Slc27a5",0.0338060709680814
"64","0.00145689092144896",0.914643322096315,"Cyp3a13",0.0338060709680814
"65","0.00146456468009677",0.91449034982228,"Zmpste24",0.0338060709680814
"66","0.00148039657180487",0.914176391038945,"Gsta3",0.0338060709680814
"67","0.00159145149288378",0.912033255679711,"Me1",0.0349875947576753
"68","0.00160502407420776",0.91177808422143,"Bet1",0.0349875947576753
"69","0.00162201776990101",0.911460565942931,"Ndufa8",0.0349875947576753
"70","0.00164330838542689",0.911065801809396,"Dhrs1",0.0349875947576753
"71","0.00165684543970979",0.910816529508885,"Aass",0.0349875947576753
"72","0.00166934275641196",0.910587576465766,"Hpgd",0.0349875947576753
"73","0.00173528491322578",0.909397604207414,"Copg1",0.0358781880707492
"74","0.00178413895155118",0.908534834450822,"Cyp2d10",0.0363964346116441
"75","0.00186166227440968",0.907196737988761,"Aldh2",0.037084520903884
"76","0.0018740655169433",0.90698603105429,"Fasn",0.037084520903884
"77","0.00189058341862938",0.906706826249564,"Gls2",0.037084520903884
"78","0.00197490846329004",0.90530562020342,"Aldob",0.0373596154828116
"79","0.00197690199333512",0.90527296882561,"Ssr4",0.0373596154828116
"80","0.00197786199614885",0.905257252880582,"Atp5d",0.0373596154828116
"81","0.00201091775110101",0.904719100825146,"Fmo1",0.0375207824290798
"82","0.00205354757562611",0.904033495563609,"Hspa9",0.0378262014305163
"83","0.00207673262755776",0.90366448933383,"Ftcd",0.0378262014305163
"84","0.00213440359906806",0.902758068352125,"Clybl",0.0379391780889155
"85","0.00217394642612657",0.902145717612831,"Ugt2b34",0.0379391780889155
